frame_1.jpg,0
frame_2.jpg,0
frame_3.jpg,0
frame_4.jpg,0
frame_5.jpg,0
frame_6.jpg,0
frame_7.jpg,0
frame_8.jpg,0
frame_9.jpg,0
frame_10.jpg,0
frame_11.jpg,0
frame_12.jpg,0
frame_13.jpg,0
frame_14.jpg,0
frame_15.jpg,0
frame_16.jpg,0
frame_17.jpg,0
frame_18.jpg,0
frame_19.jpg,0
frame_20.jpg,0
frame_21.jpg,0
frame_22.jpg,0
frame_23.jpg,0
frame_24.jpg,0
frame_25.jpg,0
frame_26.jpg,0
frame_27.jpg,0
frame_28.jpg,0
frame_29.jpg,0
frame_30.jpg,0
frame_31.jpg,0
frame_32.jpg,0
frame_33.jpg,0
frame_34.jpg,0
frame_35.jpg,0
frame_36.jpg,0
frame_37.jpg,0
frame_38.jpg,0
frame_39.jpg,0
frame_40.jpg,0
frame_41.jpg,0
frame_42.jpg,0
frame_43.jpg,0
frame_44.jpg,0
frame_45.jpg,0
frame_46.jpg,0
frame_47.jpg,0
frame_48.jpg,0
frame_49.jpg,0
frame_50.jpg,0
frame_51.jpg,0
frame_52.jpg,0
frame_53.jpg,0
frame_54.jpg,0
frame_55.jpg,0
frame_56.jpg,0
frame_57.jpg,0
frame_58.jpg,0
frame_59.jpg,0
frame_60.jpg,0
frame_61.jpg,0
frame_62.jpg,1
frame_63.jpg,1
frame_64.jpg,1
frame_65.jpg,1
frame_66.jpg,1
frame_67.jpg,1
frame_68.jpg,1
frame_69.jpg,1
frame_70.jpg,1
frame_71.jpg,1
frame_72.jpg,1
frame_73.jpg,1
frame_74.jpg,1
frame_75.jpg,1
frame_76.jpg,1
